Omar Apollo - Evergreen (You Didn’t Deserve Me At All)-272,607,131-469,693
Black Eyed Peas - DON'T YOU WORRY-272,186,757-195,236
The Kid LAROI - Thousand Miles-272,073,451-192,209
Kendrick Lamar - Die Hard-272,035,562-259,787
Måneskin - THE LONELIEST-271,175,264-379,499
Raim Laode - Komang-270,701,921-369,560
Guilherme & Benuto - Haja Colírio-269,311,955-128,825
Oxlade - KU LO SA-267,743,983-272,643
JID - Surround Sound-266,802,197-2,247,730
LE SSERAFIM - FEARLESS (2023 Ver.)-265,899,799-277,979
La Pantera - Cayó La Noche-265,835,210-110,420
Måneskin - SUPERMODEL-265,756,188-255,455
Harry Styles - Love Of My Life-265,136,947-217,533
El Chachito - En Paris-264,922,573-498,368
Dave - Starlight-264,392,863-243,031
Fuerza Regida - Billete Grande (En Vivo)-263,577,823-307,794
Morgan Wallen - Thought You Should Know-262,993,308-389,040
Tiago PZK - Entre Nosotros (Remix) [con Nicki Nicole]-262,074,862-171,844
Taylor Swift - Question...?-261,870,202-272,379
TWISTED - WORTH NOTHING-261,733,260-252,650
NLE Choppa - SLUT ME OUT-260,013,550-470,468
Jimin - With you-259,778,928-129,039
Tulus - Hati-Hati di Jalan-259,700,700-297,122
Oscar Maydon - Los Collares-259,477,096-467,275
Paulo Londra - Plan A-257,579,066-114,319
Nathan Dawe - 21 Reasons-256,667,956-269,582
Metro Boomin - Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]-255,465,895-497,944
George Ezra - Green Green Grass-253,530,329-234,771
Piso 21 - Los Cachos-253,309,209-224,175
Grupo Firme - Calidad-252,158,241-328,362
Alok - Deep Down-251,633,525-353,953
Grupo Marca Registrada - Si Fuera Fácil-250,521,954-207,421
Gunna - P power-249,368,066-424,305
Suki Waterhouse - Good Looking-249,247,798-633,885
Stray Kids - MANIAC-248,427,500-251,385
NAYEON - POP!-247,620,478-236,842
Freddie Dredd - Limbo-247,463,876-290,126
Quevedo - SIN SEÑAL-246,605,365-258,922
ENHYPEN - Polaroid Love-246,035,844-226,093
Steve Lacy - Static-245,790,621-340,527
Yeat - Out thë way-245,700,372-587,593
The 1975 - About You-245,392,575-599,521
SZA - Open Arms-245,379,590-702,151
(G)I-DLE - TOMBOY-244,639,663-246,634
Brent Faiyaz - ALL MINE-243,731,639-518,930
The Weeknd - Less Than Zero-242,695,833-306,511
Fuerza Regida - Igualito a Mi Apá-242,222,916-489,711
Yung Gravy - Betty (Get Money)-241,646,945-128,598
TINI - La Triple T-240,581,535-192,531
benny blanco - Bad Decisions-240,256,247-129,050
Kaifi Khalil - Kahani Suno 2.0-240,128,814-361,962
PSY - That That (prod.&feat. SUGA of BTS)-239,128,117-181,603
Taylor Swift - The Great War-233,484,170-359,870
Drake - Pussy & Millions-232,637,925-313,035
Imagine Dragons - Sharks-232,198,687-283,480
Taylor Swift - Sweet Nothing-230,889,046-331,130
g3ox_em - GigaChad Theme-230,087,083-343,732
BLACKPINK - Tally-229,723,053-303,584
Peso Pluma - El Belicon-229,646,630-181,235
Feid - Prohibidox-229,261,705-398,541
Mc Paiva ZS - Casei Com a Putaria-229,229,392-186,288
RAYE - Escapism.-228,802,837-322,423
Bad Bunny - El Apagón-228,659,232-101,385
Taylor Swift - Labyrinth-227,584,355-323,788
BoyWithUke - IDGAF-227,473,577-221,980
Kanye West - True Love-226,697,408-271,163
Burna Boy - For My Hand-225,047,266-267,276
Justine Skye - Collide (Sped Up Remix)-223,270,557-293,363
Drake - Sticky-222,784,036-209,932
Taylor Swift - Would've, Could've, Should've-222,395,398-342,979
Keisya Levronka - Tak Ingin Usai-222,082,195-258,138
Drake - Massive-221,791,149-175,375
Harry Styles - Grapejuice-221,743,107-140,377
Shubh - Baller-221,314,382-253,394
TWICE - Talk that Talk-220,971,197-221,885
yuji - Old Love-220,445,710-264,948
Hans Zimmer - Now We Are Free-220,138,414-125,607
Matheus Fernandes - Balanço da Rede-220,086,224-111,730
Ana Castela - Pipoco-218,606,039-156,911
Stacey Ryan - Fall In Love Alone-218,129,114-220,111
PEDRO SAMPAIO - DANÇARINA-218,082,297-72,912
Lauren Spencer Smith - Flowers-217,220,259-241,619
MoonDeity - NEON BLADE-215,739,545-247,576
Matuê - Vampiro-214,764,042-208,346
Lil Tjay - In My Head-214,499,801-174,443
Juice WRLD - Already Dead-212,627,771-113,398
Drake - On BS-212,595,569-321,303
PLAYAMANE - MIDNIGHT-212,200,085-193,967
Duki - GIVENCHY-211,448,110-198,708
Sleepy Hallow - Die Young-210,799,561-212,856
Harry Styles - Daydreaming-210,707,384-143,502
Leah Kate - 10 Things I Hate About You-209,564,307-163,763
Jack Harlow - Nail Tech-209,366,369-120,918
Isabel LaRosa - i'm yours-209,243,433-434,242
Bailey Zimmerman - Fall In Love-209,152,653-300,929
keshi - LIMBO-209,011,058-364,990
Feid - Si Te La Encuentras Por Ahí-208,926,077-217,221
Harry Styles - Cinema-208,592,316-117,251
Juice WRLD - Cigarettes-208,497,831-186,065
Cults - Gilded Lily-208,403,538-422,089
MC MENOR HR - Evoque Prata-208,167,616-110,842
SZA - Blind-208,027,336-450,343
WIU - Coração de Gelo-207,995,137-257,550
Felix Jaehn - Call It Love-207,980,705-374,975
Beyoncé - ALIEN SUPERSTAR-207,839,038-296,124
Kendrick Lamar - Rich Spirit-207,133,874-251,375
Mora - TUS LÁGRIMAS-207,113,392-180,832
Cole Swindell - She Had Me At Heads Carolina-206,875,967-210,077
(G)I-DLE - Nxde-206,847,995-233,648
ROSALÍA - BIZCOCHITO-206,322,984-106,469
Calvin Harris - Potion-206,168,231-101,337
Benzz - Je M'appelle-206,139,699-139,662
Muni Long - Hrs & Hrs-205,746,082-187,164
Rex Orange County - AMAZING-204,919,503-183,080
Fabio Asher - Rumah Singgah-204,499,605-183,578
Maluma - Mojando Asientos-204,127,055-155,733
TREASURE - DARARI-203,107,172-131,709
Kenia OS - Malas Decisiones-202,689,580-333,963
CKay - emiliana-200,203,959-150,044
Stephanie Beatriz - The Family Madrigal-199,592,200-83,960
Kendrick Lamar - United In Grief-198,359,553-293,034
Standly - Pégate-198,282,642-282,397
Victor Cibrian - En El Radio Un Cochinero-198,001,292-122,609
Morgan Wallen - One Thing At A Time-197,953,507-301,904
Adie - Mahika-197,883,535-323,275
L7NNON - Ai Preto-196,668,208-146,864
Taylor Swift - This Love (Taylor’s Version)-196,658,943-437,036
j-hope - MORE-196,616,890-258,100
WIU - Felina-196,416,644-211,916
Banda MS de Sergio Lizárraga - Ojos Cerrados-196,181,826-410,073
raissa anggiani - Kau Rumahku-195,347,721-425,280
Tiësto - Hot In It-194,788,052-151,018
KÖFN - Bi' Tek Ben Anlarım-193,764,283-127,369
Swedish House Mafia - Heaven Takes You Home-193,549,169-293,919
Ari Abdul - BABYDOLL (Speed)-193,422,094-344,786
Julión Álvarez y su Norteño Banda - Que Te Vaya Bien-193,403,211-373,058
Bellakath - Gatita-193,193,058-169,573
WOS - ARRANCARMELO-193,092,112-200,044
Matheus & Kauan - Pactos-192,990,069-229,645
Guilherme & Benuto - Assunto Delicado-192,607,280-93,188
Yeat - Talk-192,256,368-339,042
Duki - Si Quieren Frontear-191,902,851-104,371
Felipe Amorim - No Ouvidinho-191,257,869-136,987
Duki - Antes de Perderte-190,264,410-230,766
DJ Khaled - STAYING ALIVE-189,916,648-126,460
Chance Peña - In My Room-189,872,582-526,110
NewJeans - Cookie-189,134,264-252,940
Jorge & Mateus - 5 Regras-188,583,074-111,752
Junior H - Vamos Para Arriba-188,502,218-234,300
Yohani - Manike (From "Thank God")-187,848,239-209,113
Jorge & Mateus - Todo Seu-187,753,513-57,691
Henrique & Juliano - Vidinha De Balada-187,673,666-66,307
Luck Ra - Ya No Vuelvas (Versión Cuarteto)-186,731,942-359,763
Brent Faiyaz - JACKIE BROWN-186,455,470-487,066
Luan Santana - ABALO EMOCIONAL-184,471,917-57,344
AP Dhillon - Summer High-184,267,561-185,565
Mac Miller - Love Lost-183,872,189-299,094
Los Gemelos De Sinaloa - Andamos Mejor-183,102,996-193,455
Awdella - Tertawan Hati-183,075,364-459,691
PinkPantheress - Boy's a Liar-182,033,301-168,610
Montell Fish - Hotel-181,871,520-515,586
Mau y Ricky - Llorar y Llorar-180,603,268-319,812
Vishal-Shekhar - Besharam Rang-179,722,775-245,933
Isabel LaRosa - i'm yours sped up-179,546,539-302,358
Maria Becerra - AUTOMÁTICO-178,586,692-201,542
Drake - Major Distribution-178,269,755-166,835
BLACKPINK - Hard to Love-177,527,883-242,404
Gusttavo Lima - Termina Comigo Antes-177,473,774-93,469
ROSALÍA - SAOKO-177,456,046-91,607
Kygo - Dancing Feet-177,035,206-105,779
Anirudh Ravichander - Arabic Kuthu-176,475,243-114,872
RM - Wild Flower-175,895,810-453,019
Mari Fernandez - Comunicação Falhou-175,878,339-79,229
Pablito Pesadilla - BABY OTAKU-175,780,687-99,605
David Kushner - Mr. Forgettable-175,709,957-384,909
Bizarrap - Paulo Londra: Bzrp Music Sessions, Vol. 23-174,554,888-74,082
Luciano - Beautiful Girl-174,390,385-95,896
Rei - Tu Turrito-174,296,705-98,830
imase - NIGHT DANCER-173,427,186-377,090
Mother Mother - Hayloft II-173,333,977-187,824
SEVENTEEN - HOT-173,104,018-205,005
Drake - Circo Loco-171,710,673-211,400
Luciano - Bamba-171,673,429-177,106
Beny Jr - Sigue-171,599,543-266,196
Matheus & Kauan - Gatilho-171,368,117-105,028
southstar - Miss You-171,083,393-103,157
Daddy Yankee - RUMBATÓN-170,462,465-92,077
Vishal-Shekhar - Jhoome Jo Pathaan-169,471,952-264,794
Rvfv - Mi Luz-169,356,292-416,108
Henrique & Juliano - Aquela Pessoa-169,113,144-194,547
Alec Benjamin - Devil Doesn’t Bargain-168,116,911-254,514
Ado - 新時代-167,749,711-249,450
Charlie Puth - That's Hilarious-167,152,182-143,565
Superstar Pride - PAINTING PICTURES-166,047,865-204,045
Zé Felipe - Roça Em Mim-165,746,938-200,539
Jordan Davis - What My World Spins Around-165,389,251-272,865
Jack Harlow - Dua Lipa-165,219,227-117,842
Maiara & Maraisa - A Culpa É Nossa-165,036,662-202,062
Yeat - Flawlëss-164,772,022-436,788
Ghostface Playa - Why Not-164,107,375-159,230
Tyga - Freaky Deaky-163,926,197-72,748
Luan Santana - ERRO PLANEJADO-163,108,897-55,898
SunKissed Lola - Pasilyo-162,821,995-391,827
Stray Kids - CASE 143-162,192,780-189,805
Ava Max - Maybe You’re The Problem-161,556,592-110,281
Kep1er - WA DA DA-161,339,386-68,668
BM - M.A (Mejores Amigos)-161,115,857-140,419
Sharn - Mi Amor-161,092,661-352,632
Megan Moroney - Tennessee Orange-161,015,175-286,772
Zé Felipe - Malvada-159,876,348-40,272
Chefin - 212-159,773,013-76,018
Maluma - Nos Comemos Vivos-159,654,720-106,460
Morat - París-159,428,408-130,854
Diego & Victor Hugo - Beijo de Glicose-159,084,507-145,256
Purple Disco Machine - In The Dark-158,891,093-105,517
MC Tairon - Baile no Morro-157,924,079-186,646
Isolate.exe - Crystals-157,688,958-154,501
Jordan Davis - Next Thing You Know-157,637,377-359,621
Sofía Reyes - Marte-157,435,600-93,344
Alan Walker - Fade-157,350,585-15,181
Nate Smith - Whiskey On You-157,091,640-133,782
Conan Gray - Family Line-156,942,714-266,079
Teto - Fim de Semana no Rio-156,833,130-113,365
INTERWORLD - METAMORPHOSIS-155,481,397-193,522
Leo Santana - Zona De Perigo-155,403,003-154,189
Tyler Hubbard - 5 Foot 9-155,304,410-173,523
Nessa Barrett - die first-154,833,627-122,322
Tiago PZK - Traductor-154,741,053-140,756
j-hope - Arson-154,702,733-130,867
Kendrick Lamar - Count Me Out-154,602,239-234,719
Taylor Swift - Paris-154,566,640-202,220
Pharrell Williams - Cash In Cash Out-154,508,860-138,290
Fred again.. - Turn On The Lights again..-154,502,932-265,243
Metro Boomin - Around Me-154,400,223-434,893
Ivan Cornejo - La Curiosidad-154,312,922-277,935
The Weeknd - Take My Breath-154,193,580-165,397
ONIMXRU - SHADOW-153,985,183-211,800
Mert Demir - Antidepresan-153,719,822-123,068
Sachin-Jigar - Apna Bana Le-153,417,751-543,038
Lil Baby - In A Minute-153,291,610-121,913
natori - Overdose-153,028,329-261,005
David Kushner - Miserable Man-152,853,491-230,426
Jhayco - En La De Ella-152,644,413-146,941
Cian Ducrot - I'll Be Waiting-152,618,800-217,105
Bob Sinclar - World Hold On-151,984,292-314,630
Orochi - Sereia-151,863,224-187,910
Dylan Conrique - birthday cake-151,497,379-127,634
Taylor Swift - Bigger Than The Whole Sky-151,305,348-242,484
Maria Becerra - OJALÁ-151,072,256-125,009
Jessi - ZOOM-150,849,357-96,603
Jaziel Avilez - Ando Enfocado-150,762,236-289,590
Ana Castela - DONA DE MIM-150,654,820-189,879
MC Xenon - Sem Aliança no Dedo-150,624,142-200,474
Gunna - Banking On Me-150,387,182-200,509
KK - Ajab Si (From "Om Shanti Om")-150,219,281-205,401
Harry Styles - Boyfriends-149,729,283-81,928
NMIXX - O.O-149,537,725-109,284
Luude - Big City Life-149,509,308-161,037
George Ezra - Anyone For You (Tiger Lily)-149,219,376-84,338
Aruma - Muak-148,988,329-292,756
La Santa Grifa - Tocame-148,920,859-239,408
João Gomes - Dengo-148,823,345-124,292
DJ Jeeh FDC - Puta Mexicana-148,623,679-147,772
Yahritza Y Su Esencia - Soy El Unico-148,420,764-85,386
Gazo - DIE-148,188,009-155,375
Metro Boomin - Raindrops (Insane) [with Travis Scott]-147,986,254-365,837
Fabio Asher - Bertahan Terluka-147,699,309-104,610
Tulus - Interaksi-147,668,704-426,312
Alan Walker - Spectre-147,291,007-14,145
KUTE - AVOID ME-147,114,188-156,850
salem ilese - PS5-146,846,078-124,874
Disco Lines - Baby Girl-146,370,611-175,929
SZA - Awkward-146,326,360-368,750
Billie Eilish - The 30th-146,287,890-179,842
Kendrick Lamar - Father Time-145,816,707-147,793
Tiago PZK - Nos Comemos-145,566,161-44,727
Miksu / Macloud - Sehnsucht-145,557,834-100,596
UZI - ARASAN DA-144,743,197-64,354
Luke Combs - Going, Going, Gone-144,356,813-267,138
Stars Music Chile - Marisola-143,854,820-71,007
Julianno Sosa - Cochinae-143,829,387-63,510
Grupo Marca Registrada - Solo Me Dejaste-143,794,568-180,857
Jonas Blue - Don’t Wake Me Up-143,788,382-102,978
The Chainsmokers - High-143,692,831-70,900
Jax - Victoria's Secret-143,195,122-96,660
Corey Kent - Wild as Her-143,075,510-205,570
Grupo Marca Registrada - Puro Campeón-142,918,553-130,766
Topic - Kernkraft 400 (A Better Day)-142,690,046-195,677
Blessd - Tendencia Global-142,657,361-79,702
TOMORROW X TOGETHER - Good Boy Gone Bad-142,447,057-127,733
Stephen Dawes - Teenage Dream-142,360,604-186,262
Zé Neto & Cristiano - Melhor Ser uma Saudade-141,952,236-74,554
La Maquinaria Norteña - Eres Ese Algo-141,899,351-205,284
SZA - Love Language-141,616,272-277,314
Soolking - Suavemente-141,560,710-78,874
Hugo & Guilherme - Meu Número-141,307,891-64,690
Eminem - Kings Never Die-141,182,349-38,891
DJ Robin - Layla-141,109,952-50,528
Beyoncé - ENERGY-141,102,027-260,229
Louis Armstrong - Cheek to Cheek-140,994,658-70,603
Mahmood - Brividi-140,575,393-40,170
Danna Paola - XT4S1S-140,365,031-115,733
NewJeans - Hurt-140,309,630-250,805
Pheelz - Finesse-140,272,338-119,599
Bizarrap - Duki: Bzrp Music Sessions, Vol. 50-140,190,002-133,808
Mc Tato - Luz do Luar-139,592,355-202,131
Nina Chuba - Wildberry Lillet-139,377,425-112,833
Los Gemelos De Sinaloa - No Le Aflojo-139,311,106-134,728
SZA - Ghost in the Machine-138,967,834-306,567
Machine Gun Kelly - maybe-138,712,595-146,638
Drake - Privileged Rappers-138,245,629-194,858
Morat - Salir Con Vida-138,217,106-269,126
Denise Julia - NVMD-138,101,229-226,903
Juice WRLD - Girl Of My Dreams-138,082,964-72,046
Dj LK da Escócia - Tubarão Te Amo-138,051,230-73,517
MC Rogerinho - Tchuco Nela-138,001,405-68,148
Henrique & Juliano - De Trás Pra Frente-137,990,317-112,787
Israel & Rodolffo - Nem Namorado e Nem Ficante-137,967,259-46,105
Sidhu Moose Wala - The Last Ride-137,951,356-114,887
Diplo - Don't Forget My Love-137,755,115-93,999
Juice WRLD - Burn-137,269,793-130,384
Lyodra - Sang Dewi-137,114,395-125,125
Jack Harlow - Churchill Downs-137,050,526-125,662
A1 x J1 - Night Away (Dance)-136,679,519-65,321
JVKE - this is what heartbreak feels like-135,974,529-176,967
Myke Towers - ULALA (OOH LA LA)-135,390,262-108,306
The Weeknd - How Do I Make You Love Me?-134,746,313-93,883
