Taylor Swift - exile-654,691,282-691,481
Bad Bunny - TE MUDASTE-654,022,065-379,100
Don Toliver - After Party-651,976,408-459,539
Jhayco - CÓMO SE SIENTE-646,618,878-330,520
Machine Gun Kelly - my ex's best friend-644,664,167-208,239
Nio Garcia - La Jeepeta-644,244,032-160,181
Bad Bunny - Ignorantes-642,009,947-191,096
Marshmello - Be Kind-631,814,379-195,012
Pink Sweat$ - At My Worst-622,909,216-282,750
Dua Lipa - Love Again-613,232,794-307,520
$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around-600,986,528-496,528
Sech - Relación-598,423,388-115,770
Playboi Carti - Sky-593,725,914-708,447
Anuel AA - Hasta Que Dios Diga-592,159,610-468,757
Rauw Alejandro - Tattoo-590,087,707-201,166
Boza - Hecha Pa' Mi-586,534,796-304,117
Hotel Ugly - Shut up My Moms Calling-583,663,238-1,367,072
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber)-576,184,742-176,568
Ritt Momney - Put Your Records On-574,383,838-162,866
KAROL G - Ay, DiOs Mío!-568,144,746-191,242
THE ANXIETY - Meet Me At Our Spot-565,597,230-268,925
J Balvin - Rojo-563,976,223-217,068
Billie Eilish - No Time To Die-561,275,281-262,927
Tame Impala - Borderline-555,705,663-574,402
Shawn Mendes - Wonder-555,672,318-256,098
Ozuna - Una Locura-554,323,447-211,543
Rauw Alejandro - Reloj-549,577,223-180,235
BLACKPINK - Ice Cream-544,738,055-185,220
Pop Smoke - Hello-543,731,746-214,875
Pop Smoke - The Woo-536,117,493-153,562
Manuel Turizo - La Nota-536,000,085-145,082
Camilo - Vida de Rico-535,593,528-173,975
Halsey - You should be sad-533,498,414-146,899
Lil Nas X - HOLIDAY-533,050,347-138,072
Juice WRLD - Righteous-527,591,410-165,893
21 Savage - Runnin-527,190,387-608,601
NLE Choppa - Walk Em Down-517,619,027-379,639
DJ Khaled - GREECE-513,338,654-214,053
Black Eyed Peas - MAMACITA-513,017,050-74,889
Taylor Swift - champagne problems-512,023,438-686,344
Kygo - Lose Somebody-511,876,261-128,423
BLACKPINK - Lovesick Girls-510,279,414-315,491
Black Eyed Peas - GIRL LIKE ME-508,516,063-123,612
Bad Bunny - Una Vez-504,679,940-345,148
Jack Harlow - Tyler Herro-503,486,031-422,513
Ariana Grande - pov-496,797,746-260,880
Ozuna - Caramelo-495,561,575-81,742
Pop Smoke - Invincible-491,907,024-350,374
Alexander 23 - IDK You Yet-487,896,933-237,840
Taylor Swift - the 1-486,573,798-574,781
Jonas Brothers - What A Man Gotta Do-483,703,010-132,561
Fujii Kaze - 死ぬのがいいわ-482,183,288-517,199
Ava Max - My Head & My Heart-481,516,184-200,377
Ashnikko - Daisy-478,321,208-183,768
HVME - Goosebumps-474,613,569-125,175
Pop Smoke - Element-474,085,139-312,785
Camilo - Favorito-473,818,623-83,327
Diplo - Heartless-471,152,307-368,754
J Balvin - Azul-469,925,596-112,676
J Balvin - Morado-469,007,734-86,454
Polo G - 21-465,862,221-236,486
Farruko - La Tóxica-464,686,796-81,038
The Kid LAROI - GO-464,388,089-159,702
21 Savage - Glock In My Lap-464,031,965-926,327
Sebastian Yatra - Chica Ideal-460,094,954-220,161
Pop Smoke - Got It On Me-459,557,943-255,240
Sech - Relación-453,952,184-135,958
6ix9ine - GOOBA-452,924,540-92,568
The Ronettes - Sleigh Ride-452,808,983-2,442,644
Coyote Theory - This Side of Paradise-451,438,299-378,003
Ariana Grande - motive-450,827,682-248,219
Eslabon Armado - Jugaste y Sufrí-445,024,051-310,247
Juice WRLD - Smile-442,250,839-133,198
Brent Faiyaz - Clouded-438,284,781-824,181
Ed Sheeran - Afterglow-437,279,598-151,121
Myke Towers - Diosa-436,196,290-173,901
BTS - Black Swan-432,528,994-158,020
ROSALÍA - TKN-430,516,608-97,177
Morgan Wallen - More Than My Hometown-430,058,647-303,260
Jaymes Young - Happiest Year-429,859,602-222,645
BTS - ON-428,117,463-125,044
Billie Eilish - my future-426,538,133-189,441
Luke Combs - Forever After All-423,926,433-265,060
Manuel Turizo - Quiéreme Mientras Se Pueda-423,404,108-264,333
Mac Miller - Good News-421,331,841-171,490
Lele Pons - Se Te Nota-420,368,140-92,330
Megan Thee Stallion - Savage Remix-416,937,690-76,354
Rauw Alejandro - Elegí-416,447,855-150,963
Megan Thee Stallion - Savage-412,030,084-78,244
BTS - Filter-411,107,520-162,753
Zoe Wees - Control-410,329,149-256,087
Katy Perry - Swish Swish-407,737,347-57,277
Maluma - Parce-406,356,339-109,673
Ofenbach - Head Shoulders Knees & Toes-405,653,189-129,429
King Von - Took Her To The O-403,709,622-522,241
Jerry Di - Mi Cuarto-402,595,209-164,076
Halsey - Graveyard-401,458,104-60,838
Khalid - Know Your Worth-400,628,197-76,891
Ozuna - Despeinada-399,807,325-146,756
Beach Bunny - Cloud 9-399,699,117-386,452
Lil Baby - Sum 2 Prove-398,502,151-267,204
Juice WRLD - Hate The Other Side-396,489,543-147,778
Sam Smith - Diamonds-395,257,815-89,983
Tyler, The Creator - BEST INTEREST-394,721,383-456,539
BLACKPINK - Pretty Savage-391,999,318-274,840
Kane Brown - Be Like That-391,968,225-91,914
AJR - Bang!-391,073,429-184,695
Nea - Some Say-390,362,572-75,570
Taylor Swift - my tears ricochet-388,664,698-583,046
Wisin - Mi Niña-387,772,293-90,188
Regard - Secrets-387,769,711-95,258
DripReport - Skechers-385,040,550-111,842
YNW Melly - Suicidal-384,692,940-183,285
Tones And I - Fly Away-384,507,027-203,488
Ali Gatie - What If I Told You That I Love You-382,350,468-93,787
Lil Baby - We Paid-379,967,520-212,137
5 Seconds of Summer - Easier-379,517,593-99,054
AP Dhillon - Excuses-378,108,008-242,541
Christian Nodal - Aquí Abajo-376,974,531-267,268
Grupo Firme - El Tóxico-376,523,879-361,393
Tate McRae - that way-376,009,539-364,422
Bad Bunny - Bichiyal-375,424,434-173,565
G Herbo - PTSD-374,619,053-154,286
Trueno - Mamichula-373,073,419-343,666
Blxst - Chosen-372,354,530-154,541
Bad Bunny - BOOKER T-371,595,190-200,508
C. Tangana - Demasiadas Mujeres-371,446,714-220,382
Camilo - BEBÉ-370,386,862-140,875
Juice WRLD - Conversations-369,210,327-237,207
Morgan Wallen - 7 Summers-368,733,858-287,201
C. Tangana - Tú Me Dejaste De Querer-367,034,505-168,207
The Strokes - The Adults Are Talking-365,528,980-376,887
Gunna - DOLLAZ ON MY HEAD-364,791,863-143,243
S1mba - Rover-364,732,374-104,910
Polo G - Go Stupid-364,461,667-322,909
Norah Jones - Come Away With Me-364,144,309-149,265
Big Sean - Wolves-363,238,953-144,442
Lady Gaga - Stupid Love-362,761,556-76,027
Money Man - 24-362,517,023-180,882
Bad Bunny - HACIENDO QUE ME AMAS-362,233,557-158,965
King - Tu Aake Dekhle-360,172,851-279,273
1nonly - Stay With Me-359,512,470-309,795
Justin Quiles - Jeans-359,462,721-66,589
Eve - 廻廻奇譚-357,829,473-272,136
Lil Uzi Vert - Myron-356,104,133-94,890
Joji - Gimme Love-355,430,603-152,354
Dua Lipa - Fever-354,179,408-163,335
TWICE - I CAN'T STOP ME-354,147,908-179,257
Vedo - You Got It-353,957,340-150,650
Polo G - Flex-351,169,425-196,278
Tory Lanez - Broke In A Minute-350,120,717-288,243
Ozuna - Caramelo-347,322,925-304,107
Taylor Swift - mirrorball-346,674,513-494,562
Bad Bunny - La Zona-344,858,928-221,790
Lady Gaga - Sour Candy-344,839,378-106,761
21 Savage - Rich N*gga Sh*t-343,731,625-578,255
Brent Faiyaz - DEAD MAN WALKING-342,879,905-330,520
Pooh Shiesty - Back in Blood-342,553,804-211,276
Ozuna - Del Mar-341,958,707-104,009
twocolors - Lovefool-341,271,977-103,440
ElyOtto - SugarCrash!-341,025,697-114,202
Shakira - Me Gusta-338,695,163-94,885
Bad Bunny - 120-337,279,310-205,870
Lee Brice - One Of Them Girls-336,414,862-269,000
Clean Bandit - Tick Tock-335,828,859-75,282
ITZY - WANNABE-335,501,201-183,715
Camilo - La Mitad-334,494,357-212,691
J Balvin - Amarillo-333,961,337-59,934
Dua Lipa - Hallucinate-332,356,880-124,472
Rauw Alejandro - Tattoo-332,152,433-65,877
Nicky Jam - Muévelo-331,374,106-55,094
PARTYNEXTDOOR - BELIEVE IT-330,527,478-88,072
Pop Smoke - Get Back-327,546,505-176,141
Lil Baby - On Me-327,324,717-231,952
Luar La L - Caile-326,750,013-197,949
Purple Disco Machine - Hypnotized-326,320,988-132,730
Central Cee - Loading-326,157,367-191,830
Ty Dolla $ign - Spicy-326,122,822-103,201
$NOT - GOSHA-324,845,072-164,391
Robin Schulz - In Your Eyes-324,411,046-43,888
Lil Durk - 3 Headed Goat-324,131,388-193,457
JAWNY - Honeypie-323,736,255-194,116
Reik - Si Me Dices Que Sí-323,300,970-136,219
Edith Whiskers - Home-323,137,798-349,500
Sara Kays - Remember That Night?-322,000,616-277,121
Taylor Swift - this is me trying-321,613,362-482,884
Lauv - Mean It-320,106,732-108,485
347aidan - Dancing in My Room-319,682,034-93,263
Lil Uzi Vert - P2-317,010,867-62,061
DDG - Moonwalking in Calabasas-315,095,706-171,415
Taylor Swift - illicit affairs-314,669,957-536,648
Mac Miller - Blue World-314,346,158-201,695
Machine Gun Kelly - bloody valentine-314,029,801-99,193
El Fantasma - Cabrón y Vago-314,022,512-241,565
salem ilese - Mad at Disney-313,331,272-104,931
Camilo - El Mismo Aire-312,922,728-178,367
Madison Beer - Selfish-312,492,051-81,858
Myke Towers - Girl-312,090,286-239,817
Stray Kids - God’s Menu-310,816,503-234,395
Selena Gomez - Look At Her Now-310,317,829-51,472
Eyedress - Romantic Lover-309,015,342-741,861
Megan Thee Stallion - Body-308,922,340-91,588
Maluma - Hawái-308,499,144-68,561
Ed Sheeran - Overpass Graffiti-308,362,693-116,391
Wiz Khalifa - The Thrill-307,973,045-231,001
Taylor Swift - the last great american dynasty-307,752,679-350,654
Pritam - Shayad-306,216,373-279,417
Curtis Waters - Stunnin'-304,163,577-47,343
Juice WRLD - Life's A Mess-303,348,837-100,727
Taylor Swift - invisible string-302,550,018-419,983
Chris Stapleton - You Should Probably Leave-301,576,753-551,826
NAV - Turks-301,480,003-109,140
Taylor Swift - betty-298,000,537-339,943
G-Eazy - Still Be Friends-294,788,838-69,225
Machine Gun Kelly - forget me too-293,761,958-119,467
CORPSE - E-GIRLS ARE RUINING MY LIFE!-292,426,959-91,016
Lauv - Who-291,539,077-171,062
Lauv - Feelings-290,566,756-93,737
Juice WRLD - Stay High-290,201,414-170,334
Maluma - ADMV-290,090,292-143,563
Sam Smith - To Die For-289,429,007-76,435
Bad Bunny - Soliá-288,909,878-188,825
Steve Lacy - Infrunami-287,344,066-761,034
Eslabon Armado - Con Tus Besos-285,762,994-234,246
21 Savage - Mr. Right Now-285,586,521-166,971
Lauv - Never Not-283,179,872-103,195
Sigala - Lasting Lover-282,716,269-89,469
Aditya A - Chaand Baaliyan-281,404,087-317,083
Lil Uzi Vert - That Way-281,175,765-60,927
Sleepy Hallow - Deep End Freestyle-281,048,746-109,642
Agust D - Daechwita-280,545,902-132,560
Oliver Tree - Alien Boy-279,913,484-55,976
Selena Gomez - Rare-279,332,471-43,412
Christian Nodal - Se Me Olvidó-279,241,295-129,780
Harry Nach - Tak Tiki Tak-278,674,295-70,323
IU - eight(Prod.&Feat. SUGA of BTS)-277,713,945-128,671
YOASOBI - 群青-277,579,390-246,811
Camilo - Por Primera Vez-276,390,426-113,829
Future - Drankin N Smokin-276,291,554-158,144
Bankrol Hayden - Costa Rica-276,282,534-83,328
Joji - Run-273,593,197-134,762
Darlene Love - Christmas (Baby Please Come Home)-273,431,346-1,507,442
Jason Derulo - Love Not War (The Tampa Beat)-273,153,585-61,778
Junior H - Se Amerita-272,022,370-235,033
Bizarrap - Nathy Peluso: Bzrp Music Sessions, Vol. 36-269,316,701-89,133
Fousheé - deep end-268,603,095-54,105
Lil Baby - Emotionally Scarred-266,987,571-140,796
Junior H - Mente Positiva-266,633,282-194,602
Bad Bunny - Pero Ya No-265,362,194-73,737
Rauw Alejandro - Algo Mágico-264,733,657-222,077
The Kid LAROI - Diva-262,778,690-91,224
SyKo - #BrooklynBloodPop!-262,496,336-170,628
Ashe - Moral of the Story-261,637,029-242,337
Taylor Swift - seven-261,289,638-348,404
Marshmello - OK Not To Be OK-261,193,892-66,913
Drake - Time Flies-260,609,933-289,067
Jack Harlow - I WANNA SEE SOME ASS-259,886,054-145,680
Jawsh 685 - Savage Love (Laxed-259,523,948-68,938
Robin Schulz - All We Got-259,325,106-40,847
Chris Stapleton - Starting Over-258,935,546-279,217
Migos - Need It-258,721,857-477,385
Feid - PORFA-258,636,356-47,369
HWASA - Maria-258,278,187-131,877
Nadin Amizah - Bertaut-256,697,474-319,043
Lauv - The Other-256,558,928-22,706
Niall Horan - Black And White-255,533,978-56,387
Diego & Victor Hugo - Facas-255,037,862-58,538
Stellar - Ashes-254,897,378-181,654
Travis Scott - FRANCHISE-254,309,647-163,696
Milly - No Te Enamores-253,783,103-56,490
Bad Bunny - Que Malo-253,282,982-227,603
Claire Rosinkranz - Backyard Boy-252,587,158-112,032
Maverick Sabre - Slow Down-252,106,085-144,556
Lil Tecca - Our Time-252,102,196-432,501
Cali Y El Dandee - Nada-250,687,549-99,164
Twenty One Pilots - Level of Concern-249,869,651-65,005
BTS - Blue & Grey-249,341,186-71,101
XXXTENTACION - Riot-249,335,172-360,352
Taylor Swift - gold rush-248,769,100-292,456
BTS - My Time-248,050,077-70,980
Dua Lipa - Pretty Please-248,021,755-132,950
Megan Thee Stallion - Girls in the Hood-247,936,275-90,328
13 Organisé - Bande organisée-246,955,085-95,748
Morgan Wallen - Somebody’s Problem-244,077,069-140,530
24kGoldn - Mood (Remix) feat. Justin Bieber, J Balvin & iann dior-244,059,098-54,169
A Boogie Wit da Hoodie - Me and My Guitar-243,351,897-136,393
Lil Baby - The Bigger Picture-242,877,300-72,092
Grupo Menos É Mais - Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer-242,777,894-151,517
Yuuri - ドライフラワー-242,575,862-171,028
Playboi Carti - Vamp Anthem-242,226,504-286,347
Jack Harlow - Way Out-242,142,155-99,667
Bad Bunny - BYE ME FUI-242,007,078-68,218
Nicky Jam - Polvo-241,908,618-36,097
Diplo - Lonely-241,691,817-22,218
Taylor Swift - tolerate it-241,397,882-494,119
Studio Killers - Jenny (I Wanna Ruin Our Friendship)-241,329,846-88,337
Internet Money - Blastoff-241,178,548-69,836
Os Barões Da Pisadinha - Recairei-241,049,927-47,389
Summer Walker - White Tee-241,020,424-259,131
El Fantasma - Palabra de Hombre-240,627,218-199,455
Eladio Carrion - 3 Am-240,132,146-302,997
Kygo - What's Love Got to Do with It-240,029,004-90,222
Marília Mendonça - Graveto-238,107,238-105,199
Henrique & Juliano - Volta Por Baixo-237,996,535-70,198
Taylor Swift - no body, no crime-237,933,114-270,733
Christian Nodal - Dime Cómo Quieres-237,213,593-152,740
MAX - Blueberry Eyes-236,362,082-69,396
Justin Bieber - Forever-235,759,780-70,510
BTS - Stay Gold-235,583,832-50,467
Justin Quiles - PAM-235,454,178-46,960
Don Toliver - Cardigan-234,818,222-266,104
SZA - Hit Different-234,552,081-118,808
Alok - Don't Say Goodbye-233,782,133-100,725
Ovy On The Drums - Inolvidable-232,534,791-136,889
iann dior - Sick and Tired-231,603,413-74,936
Doja Cat - Say So-231,374,739-30,153
Playboi Carti - ILoveUIHateU-231,323,000-341,716
Lil Tecca - Out Of Love-231,197,191-189,246
Nelly - Lil Bit-231,039,805-112,938
Selena Gomez - People You Know-230,486,964-378,663
Saweetie - Tap In-230,428,589-58,861
Juice WRLD - Blood On My Jeans-229,208,363-94,587
Conan Gray - Wish You Were Sober-228,802,191-245,210
Madrigal - Seni Dert Etmeler-228,586,411-173,909
Little Mix - Sweet Melody-228,113,315-59,398
Myke Towers - Explícito-228,101,000-87,310
Anuel AA - Keii-227,853,027-71,686
Maluma - Madrid-227,794,085-90,085
Bad Bunny - TE DESEO LO MEJOR-227,162,837-126,685
Drake - Pain 1993-227,107,776-408,411
Jhené Aiko - B.S.-226,610,526-106,015
Taylor Swift - ‘tis the damn season-225,141,651-362,167
Jeremy Zucker - always, i'll care-224,666,807-116,347
Russ - BEST ON EARTH-224,447,656-76,636
BTS - 00:00 (Zero O'Clock)-224,204,126-99,418
Thundercat - Funny Thing-223,752,283-279,025
Jhayco - Medusa-223,487,794-67,724
KHEA - Ayer Me Llamó Mi Ex-223,317,977-85,975
GANGGA - Blue Jeans-223,019,526-164,352
Juicy Luicy - Lantas-222,866,375-263,381
VINAI - Rise Up-222,581,090-129,385
Bad Bunny - PA' ROMPERLA-222,071,650-63,817
Kid Cudi - Tequila Shots-221,919,316-117,855
Juice WRLD - Reminds Me Of You-221,911,232-101,194
Bad Bunny - 25/8-221,798,646-99,650
BTS - Friends-221,742,327-68,086
BLACKPINK - Love To Hate Me-221,303,699-109,983
Kygo - Like It Is-221,250,716-33,894
Migrantes - Si Me Tomo Una Cerveza-220,669,104-85,137
Ed Sheeran - Visiting Hours-220,484,412-113,072
Gracie Abrams - I miss you, I’m sorry-220,187,788-383,087
K/DA - MORE-219,738,480-125,083
Arcángel - Sigues Con El-219,554,838-73,769
Los Dos Carnales - El Envidioso-219,513,450-175,581
Doja Cat - Freak-219,479,916-90,162
Bad Bunny - ANTES QUE SE ACABE-219,436,475-94,635
Trippie Redd - Excitement-218,710,678-133,238
Sista Prod - Eyes Blue Like The Atlantic-218,705,906-60,244
Juice WRLD - Tell Me U Luv Me-217,393,840-61,201
Joel Corry - Lonely-217,185,840-29,865
The Neighbourhood - Stargazing-217,184,372-170,866
Lil Yachty - Oprah's Bank Account-217,021,263-39,205
H.E.R. - Slide (Remix)-216,817,603-91,422
JVLA - Such a Whore (Stellular Remix)-216,801,305-91,022
Stray Kids - Back Door-216,330,784-135,780
Pop Smoke - Gangstas-215,501,703-141,907
BTS - We are Bulletproof : the Eternal-214,615,935-71,343
Katy Perry - Daisies-213,968,049-27,479
Zé Neto & Cristiano - Alô Ambev (Segue Sua Vida)-213,868,679-47,186
David Guetta - Let's Love-213,814,442-50,967
Los Elegantes de Jerez - Tú-213,785,213-155,001
BTS - Telepathy-213,459,246-61,915
ITZY - Not Shy-213,174,619-102,078
Wesley Safadão - Ele É Ele, Eu Sou Eu-212,231,235-32,112
Jay Wheeler - La Curiosidad-212,223,787-58,509
Juice WRLD - Man Of The Year-211,846,575-87,299
Justin Morales - Desde Morro-211,519,366-104,185
RØNIN - ALL GIRLS ARE THE SAME-211,399,514-69,082
aespa - Black Mamba-211,357,402-146,721
VIZE - Never Let Me Down-211,253,363-32,983
Pop Smoke - Something Special-211,237,326-84,764
Yung Bleu - You're Mines Still-211,205,831-141,662
Khruangbin - Texas Sun-210,972,224-174,002
Rod Wave - Rags2Riches 2-210,600,038-111,396
Martin Garrix - Drown-210,073,507-55,726
Wizkid - Essence-209,627,307-176,508
Ava Max - Who's Laughing Now-209,013,158-51,338
blackbear - me & ur ghost-208,828,818-38,193
WEEDMANE - SUICIDE YEAR-208,706,793-179,051
Kygo - Freedom-208,550,558-35,340
Russ - CIVIL WAR-208,157,971-35,223
Kid Cudi - Show Out-208,083,573-69,542
Ed Sheeran - Celestial-207,387,276-201,927
MASN - Psycho!-207,355,618-36,847
NOBITA - Ikaw Lang-206,888,605-201,188
Anuel AA - Reggaetonera-206,788,196-49,501
Tyla Yaweh - Tommy Lee-206,448,293-33,345
Yasser Desai - Dil Ko Karaar Aaya (From "Sukoon")-205,812,810-116,418
Lil Eazzyy - Onna Come Up-205,795,509-130,538
BLACKPINK - Crazy Over You-205,463,784-139,978
All Time Low - Monsters-205,418,937-124,167
Justin Quiles - Ponte Pa' Mi-204,425,390-36,494
Jesse & Joy - Te Esperé-202,614,620-206,452
Bad Bunny - Hablamos Mañana-202,153,369-117,541
Banda MS de Sergio Lizárraga - La Casita-202,131,967-145,166
Don Toliver - Had Enough-202,013,749-102,559
Prince Royce - Carita de Inocente-201,694,722-83,051
Sam Smith - I'm Ready-201,551,742-19,034
Victor Leksell - Svag-200,668,073-40,100
Wilbur Soot - Your New Boyfriend-200,506,784-56,427
Joji - Like You Do-200,266,156-172,693
Hugo & Guilherme - Coração Na Cama-199,757,262-55,445
Keith Urban - One Too Many-199,608,567-68,410
Norah Jones - Turn Me On-199,320,511-134,234
Dalex - +Linda-199,148,893-80,648
Giveon - Stuck On You-198,649,149-163,652
Ghostemane - Fed Up-197,867,827-145,975
BTS - Moon-196,993,727-76,570
Sia - Together-196,778,792-31,238
Megan Thee Stallion - Cry Baby-196,693,809-61,241
Alesso - Midnight-196,590,889-23,365
Bad Bunny - Está Cabrón Ser Yo-196,368,715-86,944
TWICE - MORE & MORE-196,358,438-76,618
Calvin Harris - Over Now-196,346,706-77,714
The Neighbourhood - Pretty Boy-195,976,143-279,542
Conkarah - Banana-195,635,437-24,940
Danna Paola - No Bailes Sola-195,376,478-44,682
SR - Welcome To Brixton-194,933,049-98,011
Lee Brice - I Hope You're Happy Now-194,731,745-102,010
Jesse & Joy - Tanto-194,355,830-122,316
TWICE - CRY FOR ME-193,433,207-130,288
TOMORROW X TOGETHER - Blue Hour-192,715,265-116,016
Joji - Daylight-192,677,829-87,503
Brent Faiyaz - Been Away-191,501,094-533,901
A Boogie Wit da Hoodie - Secrets-191,386,219-405,691
Central Cee - Day in the Life-191,213,711-115,262
carolesdaughter - Violent-191,153,331-84,542
Kygo - I'll Wait-190,526,265-57,703
Juice WRLD - Up Up And Away-190,520,040-74,393
Pop Smoke - Enjoy Yourself-190,404,084-62,193
Madison Beer - Good In Goodbye-189,966,908-128,166
Octavian - Papi Chulo-189,810,789-53,426
Juice WRLD - Bad Energy-189,287,358-64,453
Niall Horan - No Judgement-189,280,559-26,648
Vicke Blanka - Black Catcher-188,964,601-108,953
YOASOBI - たぶん-188,824,061-148,954
Megan Thee Stallion - Captain Hook-188,713,482-54,056
Piso 21 - Más De La Una-188,663,550-29,595
Polo G - I Know-188,479,907-148,954
Rauw Alejandro - Fantasias-188,169,924-33,460
Alicia Keys - Underdog-188,003,987-46,665
Lyanno - En Tu Cuerpo-187,341,664-61,196
Lauv - Tattoos Together-186,955,636-34,909
Lil Uzi Vert - Baby Pluto-186,647,317-54,337
Ariana Grande - just like magic-186,487,022-98,010
K/DA - THE BADDEST-186,291,522-100,741
Anitta - Me Gusta-185,833,630-29,727
Aitch - Rain-185,378,920-56,328
Taylor Swift - ivy-184,997,468-248,176
Tommy Boysen - Hookah & Sheridan's-184,840,495-49,001
Taylor Swift - mad woman-184,252,875-198,917
Bad Bunny - YO VISTO ASÍ-183,238,628-45,318
BLACKPINK - Bet You Wanna-182,896,495-63,666
BTS - Louder than bombs-182,819,455-59,606
Lil Baby - Low Down-181,920,719-363,483
Masego - Mystery Lady-181,627,343-142,491
Jack Harlow - Already Best Friends-181,584,733-122,133
Lil Baby - Heatin Up-181,561,372-107,556
BTS - Stay-181,102,311-45,725
BTS - Your eyes tell-180,989,214-43,782
Noah Cyrus - Lonely-180,892,402-88,162
Rauw Alejandro - De Cora <3-180,820,777-39,353
Os Barões Da Pisadinha - Basta Você Me Ligar-180,813,728-31,063
Taylor Swift - evermore-180,743,233-272,620
Why Don't We - Fallin’ (Adrenaline)-180,703,843-62,019
