Macklemore & Ryan Lewis-5,257.0-2.371-5,257.0-109.0-
Lost Frequencies-5,253.5-2.870-4,906.5-1,343.9-347.0
Billy Joel-5,229.1-2.974-5,182.3-5,149.7-46.8
Thomas Rhett-5,217.4-1.630-4,826.1-3,992.0-391.4
Trey Songz-5,207.8-1.163-3,659.7-2,568.7-1,548.1
Timbaland-5,186.6-3.802-2,287.3-21.0-2,899.3
Fifth Harmony-5,184.0-1.066-4,903.8-2,000.0-280.3
H.E.R.-5,171.4-2.631-2,872.1-1,727.8-2,299.3
Lil Skies-5,154.8-1.003-4,187.8-2,561.6-967.0
El Alfa-5,139.1-3.855-2,596.5-428.9-2,542.5
Alejandro Sanz-5,132.8-2.486-3,810.0-3,003.1-1,322.8
Backstreet Boys-5,122.2-2.469-4,825.8-4,801.9-296.4
Ryan Lewis-5,121.0-2.439---5,121.0
TINI-5,099.5-4.444-3,840.5-1,008.9-1,259.0
Mustard-5,050.6-1.528-2,627.7-2.1-2,422.9
Bon Iver-5,047.9-2.664-3,533.5-3,533.5-1,514.4
Ricardo Arjona-5,046.7-2.703-5,036.7-4,515.9-10.0
The Offspring-5,043.0-3.362-5,043.0-4,961.3-
Hans Zimmer-5,042.5-4.478-4,671.0-3,008.9-371.5
Nelly-5,041.4-2.225-4,150.5-1,501.8-890.9
DJ Luian-5,030.6-3.404-992.6--4,038.0
Jason Aldean-4,982.3-1.693-4,746.2-4,319.0-236.1
