Glee Cast-4,966.2-1.305-4,966.2-4,186.1-
Eagles-4,964.0-3.112-4,964.0-4,964.0-
Disturbed-4,951.3-1.976-4,951.3-4,912.4-
Pearl Jam-4,941.5-2.039-4,941.5-4,930.1-
A$AP Ferg-4,925.8-1.309-3,115.4-1,072.9-1,810.4
Mac DeMarco-4,923.8-5.040-4,872.7-4,869.9-51.1
Calum Scott-4,907.2-2.494-3,329.0-2,830.1-1,578.3
The Strokes-4,906.7-2.678-4,906.7-4,885.2-
Nio Garcia-4,897.4-1.362-3,880.6-110.4-1,016.9
Juanes-4,874.3-2.817-3,160.4-2,473.1-1,713.9
Lil Pump-4,870.0-0.612-2,482.0-2,027.9-2,388.0
Three Days Grace-4,860.4-2.197-4,739.3-4,721.0-121.1
Moneybagg Yo-4,787.0-2.562-2,881.8-1,521.5-1,905.1
Mambo Kingz-4,772.5-3.385-6.8-0.9-4,765.7
RAYE-4,766.2-5.502-1,644.0-381.5-3,122.2
Avenged Sevenfold-4,738.4-2.775-4,734.0-4,727.7-4.4
Alec Benjamin-4,726.9-2.896-4,534.0-4,377.3-192.9
George Ezra-4,719.4-1.891-4,719.4-4,573.6-
Phil Collins-4,699.2-2.475-4,362.7-4,318.9-336.5
Dave-4,695.0-4.415-4,166.1-1,654.4-529.0
24kGoldn-4,692.9-1.332-3,726.2-1,204.0-966.7
James Bay-4,680.2-1.319-4,555.3-4,224.9-124.9
Mitski-4,664.3-11.091-4,626.9-4,626.9-37.4
Jay Wheeler-4,663.7-3.819-2,798.4-487.6-1,865.3
KHEA-4,654.3-2.373-2,176.1-408.0-2,478.2
Flume-4,647.6-1.261-4,493.3-1,095.1-154.3
Dean Lewis-4,644.2-2.800-4,340.5-4,292.8-303.7
Shreya Ghoshal-4,628.3-8.017-888.5-430.4-3,739.7
Original Broadway Cast of Hamilton-4,628.1-1.963-552.7-552.7-4,075.4
Joan Sebastian-4,594.5-2.912-4,526.0-3,849.7-68.5
Plan B-4,591.5-4.719-3,007.3-2,574.7-1,584.2
AFROJACK-4,584.1-1.405-1,414.4-51.4-3,169.6
B.o.B-4,575.5-2.046-3,135.4-446.5-1,440.1
Noriel-4,552.7-2.691-608.3-143.3-3,944.4
X Ambassadors-4,537.2-1.387-2,521.3-2,012.9-2,015.9
Bryan Adams-4,530.4-2.973-4,310.8-3,917.4-219.6
Pablo AlborÃ¡n-4,529.0-2.041-3,726.5-2,787.4-802.5
Tones And I-4,522.3-1.095-4,489.4-4,487.9-33.0
SEVENTEEN-4,519.4-4.560-4,487.7-4,461.5-31.7
Luis R Conriquez-4,519.2-6.699-2,113.2-1,286.6-2,405.9
Bee Gees-4,510.4-2.822-4,442.8-4,334.9-67.6
Rod Wave-4,495.1-5.413-4,337.9-3,535.4-157.2
CÃ©line Dion-4,491.5-2.584-4,294.3-3,804.4-197.2
Dan + Shay-4,487.5-1.734-4,386.3-3,158.5-101.2
PnB Rock-4,486.4-0.998-2,043.0-1,140.2-2,443.4
LANY-4,482.0-2.123-3,916.4-3,854.1-565.6
Eslabon Armado-4,480.0-4.516-4,217.7-2,186.3-262.3
Ricky Martin-4,470.6-1.574-3,810.3-1,900.4-660.2
Dire Straits-4,464.8-2.604-4,464.8-4,464.8-
benny blanco-4,451.2-1.220-3,541.4-3.4-909.8
Lunay-4,448.4-1.254-2,574.1-234.8-1,874.3
Lin-Manuel Miranda-4,446.3-1.710-1,554.3-156.4-2,892.0
Vicente FernÃ¡ndez-4,436.1-2.964-4,294.7-4,215.2-141.4
Rich The Kid-4,434.2-0.818-2,400.5-1,189.9-2,033.7
Train-4,434.2-2.029-4,185.9-4,055.6-248.3
Los Ãngeles Azules-4,425.5-3.041-4,269.7-1,475.3-155.8
Clairo-4,395.9-3.352-3,344.6-3,141.5-1,051.3
MGMT-4,395.3-1.854-3,045.9-3,033.5-1,349.4
Cazzu-4,389.5-2.219-1,138.5-534.7-3,251.1
Outkast-4,384.8-2.420-4,200.2-3,798.2-184.6
Lil Mosey-4,377.3-1.102-3,776.1-3,071.6-601.3
The Police-4,372.3-2.978-4,372.3-4,361.4-
ILLENIUM-4,369.4-1.373-3,108.7-167.7-1,260.7
Jax Jones-4,355.7-1.543-3,116.3-60.3-1,239.5
Luciano-4,354.0-2.361-2,956.6-2,106.3-1,397.4
Grupo Frontera-4,331.5-12.903-2,731.3-897.8-1,600.2
La Arrolladora Banda El LimÃ³n De Rene Camacho-4,327.9-2.858-4,305.1-4,241.4-22.8
Becky Hill-4,323.8-1.947-1,549.5-276.8-2,774.3
Armin van Buuren-4,319.0-1.940-3,808.2-834.3-510.8
Sabrina Carpenter-4,318.8-7.299-3,227.9-3,093.7-1,090.9
Daya-4,307.2-1.146-1,825.1-1,712.8-2,482.1
AJR-4,296.5-1.935-4,061.4-3,758.0-235.1
Lukas Graham-4,273.1-1.744-4,054.4-3,801.3-218.7
Jessie J-4,265.9-1.580-4,147.5-2,156.2-118.4
will.i.am-4,255.1-1.801-1,752.2-143.6-2,503.0
Damso-4,249.2-2.152-2,890.2-2,627.3-1,358.9
Jesse & Joy-4,244.7-3.208-3,686.0-2,656.2-558.8
Stormzy-4,234.3-1.360-2,569.5-1,608.2-1,664.8
Central Cee-4,225.1-5.820-2,977.8-2,834.5-1,247.3
Iggy Azalea-4,214.9-0.950-2,762.5-747.0-1,452.5
Maren Morris-4,213.8-1.305-1,820.7-1,524.6-2,393.1
Sam Feldt-4,192.6-1.120-3,053.5-140.4-1,139.0
Chase Atlantic-4,174.1-4.780-4,132.4-3,863.0-41.6
Seeb-4,163.1-0.849-915.5-6.7-3,247.6
Sigala-4,163.0-1.105-3,583.7-498.2-579.3
MEDUZA-4,146.3-2.711-3,876.7-9.8-269.5
Juan Gabriel-4,121.8-2.664-3,818.4-3,118.4-303.3
Passenger-4,113.4-1.924-4,113.4-3,919.5-
Jeremy Zucker-4,110.8-1.322-3,788.7-1,587.5-322.1
Nas-4,103.0-1.827-2,963.0-1,803.8-1,140.0
Cage The Elephant-4,097.8-2.059-4,097.8-4,026.6-
A.R. Rahman-4,095.9-5.230-3,951.0-289.2-144.9
Foster The People-4,082.7-1.388-3,888.2-3,792.2-194.5
The Cure-4,072.3-2.877-4,070.3-4,005.7-2.0
Nicki Nicole-4,071.9-4.483-1,507.7-682.1-2,564.1
CNCO-4,060.1-0.849-3,636.4-2,343.8-423.6
Lyanno-4,054.5-2.011-526.9-112.8-3,527.7
Carlos Vives-4,051.1-1.638-3,529.6-1,377.9-521.5
Nelly Furtado-4,029.7-3.243-3,532.9-1,805.1-496.8
Korn-4,029.1-2.521-4,014.1-3,646.0-15.0
Bibi und Tina-4,022.5-2.918-4,022.5-3,645.6-
Yeat-4,017.4-0.138-3,786.5-3,302.0-230.9
Ufo361-4,005.1-1.439-3,155.5-1,635.8-849.5
Marvin Gaye-4,002.2-2.632-3,928.6-2,253.6-73.6
The Game-3,988.2-1.760-3,330.5-516.1-657.7
Bob Dylan-3,959.3-1.381-3,951.9-3,711.1-7.4
John Williams-3,945.6-2.715-2,421.5-1,320.7-1,524.1
Soda Stereo-3,938.5-2.335-3,938.5-3,936.7-
Juan MagÃ¡n-3,933.2-0.892-2,210.2-582.6-1,723.0
Luan Santana-3,926.4-3.471-3,308.5-2,503.3-617.9
Zac Brown Band-3,923.6-1.516-3,907.3-3,276.6-16.3
James Blunt-3,922.5-1.568-3,193.4-3,162.0-729.1
Tiago PZK-3,922.0-3.141-2,018.2-386.0-1,903.8
Hillsong Worship-3,916.5-1.931-3,916.5-1,303.5-
Gzuz-3,908.2-1.344-1,618.7-630.7-2,289.4
Blake Shelton-3,906.0-1.748-3,525.4-2,792.8-380.5
Wale-3,890.8-1.315-2,175.0-371.6-1,715.8
Tom Odell-3,887.0-3.493-3,839.5-3,435.9-47.5
Gwen Stefani-3,879.9-2.421-2,603.7-1,376.3-1,276.2
Cosculluela-3,875.9-2.162-1,971.6-688.6-1,904.3
Alfredo Olivas-3,867.9-7.470-3,631.8-3,585.1-236.1
Madison Beer-3,866.6-1.819-2,719.2-2,387.5-1,147.5
Zion-3,863.9-1.930-369.7-280.6-3,494.2
Imanbek-3,863.4-1.397-1,071.7-5.8-2,791.7
Iron Maiden-3,861.3-1.662-3,861.3-3,861.3-
Journey-3,853.4-1.862-3,853.4-3,788.8-
Sam Hunt-3,848.9-0.969-3,634.5-3,634.0-214.4
Pentatonix-3,835.1-4.683-3,817.0-3,390.4-18.1
Cigarettes After Sex-3,833.2-5.761-3,833.2-3,833.2-
Mau y Ricky-3,827.4-1.106-2,518.1-419.1-1,309.3
Gerardo Ortiz-3,826.5-2.141-3,023.8-2,834.2-802.7
Skillet-3,823.8-1.762-3,823.8-3,797.2-
The Smiths-3,820.8-4.185-3,820.8-3,820.8-
Santa Fe Klan-3,808.7-2.884-2,132.4-829.4-1,676.3
Depeche Mode-3,807.9-2.142-3,807.9-2,731.4-
Paul McCartney-3,796.7-2.632-2,251.2-1,467.5-1,545.5
PNL-3,796.3-2.023-3,796.3-3,715.2-
Lil Jon-3,777.1-1.595-711.0-14.4-3,066.1
C. Tangana-3,772.2-1.763-3,322.2-1,008.5-450.1
Carly Rae Jepsen-3,761.1-1.642-3,104.5-3,022.2-656.7
Boyce Avenue-3,739.6-0.965-3,739.6-2,348.5-
Chief Keef-3,737.1-3.285-2,728.0-1,838.8-1,009.1
The Doors-3,736.4-1.794-3,513.1-3,512.0-223.3
Weezer-3,731.7-1.684-3,703.0-3,659.4-28.7
Eric Church-3,728.7-1.245-3,320.6-3,288.1-408.1
TOMORROW X TOGETHER-3,726.7-4.006-3,580.6-3,142.2-146.0
Jung Kook-3,719.2-19.607-2,770.4-813.7-948.8
Gera MX-3,712.4-2.578-2,571.8-815.7-1,140.6
Tim McGraw-3,706.2-1.379-3,319.9-2,488.8-386.3
Shaggy-3,692.0-1.665-2,476.7-491.0-1,215.3
Joey Bada$$-3,672.8-1.762-2,516.6-1,993.7-1,156.2
MARINA-3,663.1-1.883-3,447.6-3,396.5-215.4
bbno$-3,653.9-1.424-1,686.3-236.0-1,967.6
Baby Keem-3,649.8-4.332-3,529.5-2,354.6-120.3
alt-J-3,640.4-1.197-3,638.7-3,473.1-1.7
Rudimental-3,637.0-0.854-3,200.8-25.0-436.2
Pusha T-3,634.9-1.986-1,355.3-468.0-2,279.6
Swedish House Mafia-3,630.6-2.669-3,428.7-777.8-201.9
Rod Stewart-3,612.3-1.678-3,002.3-2,690.4-610.0
The Black Keys-3,608.6-1.529-3,608.4-3,602.7-0.1
Mike Posner-3,600.6-1.117-3,448.2-578.5-152.4
Skepta-3,596.4-1.823-1,386.3-565.8-2,210.1
Birdy-3,586.5-1.305-3,425.0-2,974.6-161.5
Marco Antonio SolÃ­s-3,578.5-2.507-2,874.7-2,643.7-703.8
Noah Cyrus-3,575.1-1.513-2,579.7-1,428.2-995.4
Gente De Zona-3,573.0-0.890-1,448.2-324.1-2,124.8
Aitana-3,566.9-2.265-2,144.4-1,052.0-1,422.6
Papa Roach-3,566.4-1.581-3,506.1-3,313.4-60.3
Ice Cube-3,555.8-2.035-3,268.1-2,552.5-287.7
Ludovico Einaudi-3,554.9-1.980-3,503.1-2,184.6-51.8
Joyner Lucas-3,541.7-1.102-2,692.0-1,296.3-849.7
Dermot Kennedy-3,537.1-1.779-2,675.9-2,626.4-861.2
Rise Against-3,514.2-1.277-3,510.2-3,506.8-3.9
Earth, Wind & Fire-3,509.2-1.858-3,359.3-2,890.4-149.9
Kenny Chesney-3,509.2-1.068-3,363.2-2,858.7-146.0
Joel Corry-3,507.3-1.748-3,131.9-425.2-375.4
DJ Nelson-3,502.1-2.526-1,105.0-514.4-2,397.2
SAINt JHN-3,497.1-0.893-3,288.0-802.8-209.1
R.E.M.-3,494.9-1.979-3,494.9-3,488.9-
Oliver Tree-3,491.2-1.812-2,936.4-1,966.3-554.9
El Fantasma-3,473.3-2.616-3,333.3-2,370.5-140.0
The Vamps-3,460.5-0.803-2,955.8-1,277.3-504.8
Carlos Rivera-3,456.9-1.854-2,777.0-2,087.5-679.9
Yo Gotti-3,456.5-0.664-1,842.1-504.5-1,614.4
Busta Rhymes-3,452.9-1.482-1,432.0-538.1-2,021.0
Alex Rose-3,451.9-1.606-2,406.6-184.4-1,045.4
Limp Bizkit-3,451.9-2.370-3,450.9-3,321.8-1.0
Jeezy-3,450.7-1.114-1,744.0-573.1-1,706.7
Jorja Smith-3,448.3-1.853-2,369.4-1,478.7-1,078.9
Why Don't We-3,442.9-0.943-3,281.8-3,023.3-161.0
Topic-3,440.2-1.663-1,954.0-26.7-1,486.2
George Michael-3,438.3-2.131-3,388.2-2,896.4-50.1
BROCKHAMPTON-3,430.6-0.642-3,430.6-3,273.2-
Simon & Garfunkel-3,426.4-1.598-3,426.4-3,425.2-
Destiny's Child-3,423.5-1.640-3,404.7-3,166.1-18.8
The Beach Boys-3,421.3-2.202-3,421.3-3,391.9-
Carrie Underwood-3,416.3-1.333-2,840.6-2,668.4-575.7
Eric Clapton-3,408.6-1.356-3,207.1-2,835.4-201.5
Norah Jones-3,401.7-1.761-3,127.9-3,061.1-273.8
Milky Chance-3,396.7-1.531-3,396.7-3,184.9-
EXO-3,394.4-1.652-3,394.4-3,394.4-
Bea Miller-3,394.3-1.024-1,603.0-1,314.7-1,791.3
Os BarÃµes Da Pisadinha-3,390.1-1.245-2,736.0-1,881.7-654.1
GIMS-3,388.8-2.204-2,592.8-1,334.4-796.0
Keith Urban-3,380.5-0.936-2,907.6-2,297.3-472.9
TOTO-3,368.1-1.879-3,366.3-3,360.3-1.9
Los Tigres Del Norte-3,367.7-2.772-3,322.7-3,142.7-44.9
Juan Luis Guerra 4.40-3,367.1-2.848-2,427.9-2,298.6-939.3
JosÃ© JosÃ©-3,352.3-2.340-3,325.9-3,048.6-26.5
JP Cooper-3,343.4-0.796-1,906.2-1,583.1-1,437.1
Sido-3,341.5-1.442-2,237.1-1,278.0-1,104.4
Deftones-3,339.5-4.391-3,339.5-3,324.2-
Christina Perri-3,333.0-1.808-3,104.6-3,065.5-228.5
girl in red-3,331.1-2.622-3,331.1-3,331.1-
Gryffin-3,330.5-0.791-2,564.2-11.6-766.3
AminÃ©-3,328.8-0.917-3,022.6-2,439.0-306.2
Sidhu Moose Wala-3,326.6-4.641-2,994.4-1,384.8-332.2
Natalia Lafourcade-3,325.1-2.024-2,376.8-1,593.5-948.3
GuÃ¨-3,319.0-2.295-1,818.5-525.5-1,500.5
Bradley Cooper-3,313.3-1.099-401.3-401.3-2,912.0
Hillsong UNITED-3,305.5-1.159-3,286.9-753.3-18.6
MNEK-3,303.3-0.986-1,103.2-94.1-2,200.1
Mabel-3,300.7-0.712-2,203.1-1,716.8-1,097.6
Samra-3,298.4-0.963-1,819.6-1,067.0-1,478.8
Leslie Odom Jr.-3,297.9-0.713-1,650.4-96.4-1,647.5
WILLOW-3,295.5-1.348-2,074.5-1,642.4-1,221.0
Ha*Ash-3,292.5-2.097-2,701.2-2,112.3-591.3
Noah Kahan-3,289.1-12.505-3,004.1-2,357.6-285.1
Black Sabbath-3,274.0-1.909-3,274.0-3,273.5-
The Cranberries-3,270.6-2.243-3,270.6-3,268.4-
Sleepy Hallow-3,268.4-2.991-2,690.3-1,699.6-578.1
Missy Elliott-3,267.8-1.316-1,399.7-846.6-1,868.1
LUDMILLA-3,257.5-2.573-2,088.4-965.5-1,169.1
Liam Payne-3,241.6-0.615-2,388.3-432.3-853.3
Niska-3,241.5-1.229-2,059.2-1,279.0-1,182.3
Adam Levine-3,235.4-1.460-397.4-382.7-2,837.9
Breaking Benjamin-3,235.3-1.222-3,191.6-3,119.8-43.6
Julieta Venegas-3,232.8-2.226-1,667.4-1,406.5-1,565.5
DNCE-3,232.0-0.863-2,717.0-2,517.1-515.0
Lynyrd Skynyrd-3,229.7-1.537-3,229.6-3,209.0-0.1
Jon Bellion-3,224.7-0.630-2,414.4-2,118.6-810.3
Dimitri Vegas & Like Mike-3,222.4-1.126-2,852.1-98.3-370.3
Juhn-3,222.0-1.460-494.9-127.2-2,727.1
Olivia O'Brien-3,218.0-0.752-1,726.8-1,455.4-1,491.2
Cali Y El Dandee-3,216.0-1.030-2,090.7-752.1-1,125.3
Booba-3,207.7-1.212-2,275.8-1,589.0-931.9
Van Morrison-3,200.3-1.607-3,087.5-3,021.0-112.8
Normani-3,194.9-0.996-705.7-385.6-2,489.2
Ruth B.-3,193.0-1.979-3,085.8-2,807.3-107.3
Robbie Williams-3,185.6-2.392-3,116.4-2,752.8-69.3
Saweetie-3,184.5-1.084-2,047.9-952.7-1,136.6
MatuÃª-3,164.3-2.609-2,332.3-1,656.2-832.0
Volbeat-3,163.5-1.050-3,163.5-2,759.1-
Apache 207-3,153.7-1.588-2,868.7-2,692.5-285.0
Phoebe Bridgers-3,153.0-3.923-1,966.8-1,895.6-1,186.2
Van Halen-3,150.3-1.638-3,150.3-3,149.6-
Kodaline-3,149.6-1.084-2,841.4-2,772.5-308.2
Years & Years-3,146.3-0.795-2,725.8-2,234.5-420.5
MC Ryan SP-3,144.9-1.467-634.6-89.3-2,510.3
Matoma-3,138.3-0.435-1,843.4-76.7-1,294.9
Aya Nakamura-3,135.7-1.151-2,935.7-2,029.8-200.0
Denzel Curry-3,117.5-1.217-2,130.6-1,284.1-986.9
Melendi-3,114.1-2.186-2,910.8-2,283.3-203.3
Jimi Hendrix-3,113.5-1.214-3,112.7-3,086.0-0.8
Jowell & Randy-3,094.8-1.529-926.2-307.1-2,168.5
Jessie Reyez-3,092.8-1.028-1,042.1-688.8-2,050.7
ZoÃ©-3,077.8-1.781-3,062.1-2,927.3-15.7
George Strait-3,074.1-1.608-3,028.0-2,953.7-46.1
NewJeans-3,070.2-0.002-3,007.6-2,997.7-62.5
Bruno & Marrone-3,066.5-1.728-2,452.7-2,064.5-613.9
Sabaton-3,063.3-1.435-3,047.2-2,995.1-16.1
Lord Huron-3,061.5-3.147-3,061.5-2,780.3-
Shinedown-3,056.9-1.126-3,056.9-3,042.0-
Wyclef Jean-3,055.1-1.450-548.9-84.2-2,506.2
Rage Against The Machine-3,048.1-1.344-3,048.1-3,048.1-
Dean Martin-3,046.7-5.478-3,033.5-2,852.4-13.2
Red Velvet-3,041.2-2.344-3,018.7-2,987.8-22.5
Diddy-3,039.2-1.608-1,454.7-17.1-1,584.5
Ella Mai-3,037.8-1.144-2,525.8-1,961.9-512.1
The White Stripes-3,035.1-1.461-3,035.1-2,984.2-
Ms. Lauryn Hill-3,026.7-1.643-1,371.2-1,186.5-1,655.6
David Bisbal-3,021.7-1.180-2,101.3-1,304.9-920.5
Evanescence-3,018.6-2.014-3,018.6-3,011.3-
Los Temerarios-3,018.5-3.342-3,018.5-3,018.5-
Dilsinho-3,016.6-1.978-2,108.7-1,179.3-907.9
Scorpions-3,014.6-1.617-3,013.5-2,973.7-1.1
beabadoobee-3,011.9-3.000-1,416.4-1,246.4-1,595.4
Capo Plaza-3,007.3-1.412-1,643.6-988.7-1,363.6
Casper Magico-3,002.9-0.989-490.5-36.1-2,512.4
DÃ­melo Flow-3,002.6-0.848-831.2-0.2-2,171.4
Nekfeu-3,001.9-1.206-2,328.0-1,453.2-673.9
Alan Jackson-3,001.8-1.460-2,776.0-2,459.9-225.8
Internet Money-2,995.1-0.788-2,463.3-2.2-531.9
All Time Low-2,992.5-1.120-2,961.5-2,506.7-31.0
LuÃ­sa Sonza-2,988.3-3.382-1,904.4-1,094.5-1,083.9
ODESZA-2,985.6-1.003-2,663.7-1,015.8-321.9
Ray Dalton-2,980.5-1.875-255.5-162.0-2,725.0
KISS-2,980.4-1.600-2,980.0-2,961.7-0.4
Dolly Parton-2,979.8-2.109-2,499.1-1,826.0-480.7
Young Dolph-2,978.2-1.590-2,299.9-1,194.6-678.3
King Von-2,975.9-2.946-2,472.7-1,641.0-503.2
Tyler Childers-2,973.5-3.492-2,973.5-2,581.3-
Lazza-2,971.8-2.344-1,733.0-902.7-1,238.8
Grupo Marca Registrada-2,966.9-5.396-2,548.5-1,533.7-418.4
Leon Bridges-2,961.5-1.611-2,024.8-1,842.7-936.7
Mon Laferte-2,956.4-2.124-2,506.3-1,749.4-450.1
Andy Grammer-2,954.9-0.824-2,761.0-2,563.6-193.9
Kontra K-2,952.6-1.916-2,591.0-1,838.0-361.5
Daryl Hall & John Oates-2,951.9-2.046-2,951.9-2,914.0-
The Fray-2,948.4-1.162-2,943.3-2,942.4-5.2
Los Tucanes De Tijuana-2,944.8-3.051-2,844.6-2,804.4-100.2
Skylar Grey-2,941.4-0.907-589.9-362.4-2,351.5
Jaden-2,932.6-0.733-2,245.5-1,631.5-687.1
Dominic Fike-2,931.3-3.048-2,636.3-2,314.2-295.0
Banda El Recodo-2,922.9-1.468-2,845.5-2,722.0-77.4
Grey-2,922.7-0.685-103.6-14.9-2,819.1
Sublime-2,922.4-1.109-2,919.8-2,869.7-2.6
Danna Paola-2,918.9-1.441-1,979.3-1,565.8-939.6
YOASOBI-2,915.3-3.478-2,915.3-2,876.6-
Jasmine Thompson-2,910.6-0.605-1,536.5-1,408.5-1,374.1
Ana Castela-2,906.6-7.662-846.7-483.7-2,059.8
Jay Rock-2,904.2-1.963-1,427.8-252.9-1,476.4
Prince-2,902.8-1.149-2,898.0-2,699.2-4.8
Mc Don Juan-2,900.7-2.958-1,229.9-403.5-1,670.8
Shania Twain-2,896.2-2.061-2,587.6-2,462.6-308.6
Rag'n'Bone Man-2,895.8-0.884-1,984.5-1,809.2-911.3
AlemÃ¡n-2,892.6-2.007-1,806.5-616.3-1,086.1
Ozzy Osbourne-2,890.9-1.437-2,286.4-2,143.4-604.5
The xx-2,889.8-0.854-2,854.8-2,719.3-35.0
Empire of the Sun-2,889.4-2.369-1,974.2-1,831.7-915.2
Kim Petras-2,885.9-2.667-928.9-809.5-1,957.1
Charlie Brown Jr.-2,882.6-2.239-2,836.8-2,725.7-45.8
Rema-2,877.1-4.269-2,399.0-1,155.5-478.1
Hollywood Undead-2,876.6-0.866-2,848.0-2,760.1-28.6
A Day To Remember-2,873.8-1.052-2,788.8-2,780.7-84.9
Enya-2,869.4-1.392-2,835.2-2,834.8-34.2
Quinn XCII-2,865.3-0.528-1,998.7-1,374.8-866.6
Ella Henderson-2,864.9-1.904-1,203.7-936.6-1,661.2
Stromae-2,864.4-1.612-2,791.7-2,531.5-72.7
Jay Chou-2,859.4-1.769-2,855.7-2,449.1-3.7
The Smashing Pumpkins-2,859.1-1.671-2,859.1-2,858.6-
Keane-2,853.9-2.095-2,853.9-2,802.7-
Elevation Worship-2,847.8-1.973-2,803.2-1,924.1-44.7
Sum 41-2,847.2-1.608-2,838.0-2,833.3-9.2
D-Block Europe-2,841.6-3.958-2,066.3-1,042.2-775.3
JuliÃ³n Ãlvarez y su NorteÃ±o Banda-2,840.5-5.461-2,766.1-2,746.4-74.4
Chelsea Cutler-2,836.9-1.122-1,006.4-775.9-1,830.5
SCH-2,822.2-1.376-1,697.1-1,349.3-1,125.1
Marracash-2,817.1-2.773-1,795.6-730.7-1,021.4
Tinashe-2,817.0-0.803-1,463.1-610.0-1,353.9
Aretha Franklin-2,815.0-1.332-2,733.5-2,557.8-81.4
Powfu-2,814.9-1.054-2,350.3-209.3-464.6
Zendaya-2,813.1-1.246-392.7-320.4-2,420.4
MF DOOM-2,810.8-2.446-1,487.7-1,021.9-1,323.2
KYLE-2,808.6-0.432-2,627.2-617.5-181.4
KEVIN ROLDAN-2,808.1-1.425-1,894.7-898.7-913.5
Ezhel-2,792.3-2.204-1,453.1-1,342.3-1,339.2
Pedro CapÃ³-2,791.5-0.866-1,576.5-345.0-1,215.0
Ciara-2,790.5-1.368-2,235.9-1,020.7-554.6
Electric Light Orchestra-2,785.3-1.307-2,720.2-2,720.2-65.1
Almighty-2,784.9-1.486-360.1-177.6-2,424.8
Hugo & Guilherme-2,780.8-3.284-2,128.5-1,408.9-652.3
DMX-2,779.3-1.165-2,461.8-2,120.6-317.5
Timmy Trumpet-2,773.7-1.313-1,829.6-297.9-944.2
Rich Brian-2,766.5-0.775-1,510.8-976.2-1,255.7
Goodboys-2,763.7-0.985-120.4-96.4-2,643.3
Alka Yagnik-2,760.2-3.839-1,006.4-176.2-1,753.8
Salmo-2,758.3-1.646-1,705.8-974.9-1,052.5
Jubin Nautiyal-2,748.7-3.072-1,059.5-402.4-1,689.3
Jon Pardi-2,747.2-2.064-2,528.0-2,514.0-219.2
Sting-2,743.6-1.385-2,244.7-1,785.0-498.9
Of Monsters and Men-2,737.5-0.892-2,737.5-2,724.8-
Ali Gatie-2,736.7-1.040-2,500.4-2,304.1-236.3
WALK THE MOON-2,735.8-0.851-2,630.7-2,617.6-105.1
Cavetown-2,735.2-1.320-2,628.1-2,550.3-107.1
LIT killah-2,730.5-1.935-1,404.9-549.9-1,325.6
BONES-2,724.6-1.953-2,468.0-2,090.0-256.6
La Adictiva-2,722.0-2.053-2,682.7-2,249.3-39.3
Key Glock-2,720.3-3.401-1,983.2-1,982.6-737.1
Kelsea Ballerini-2,717.3-1.132-1,914.4-1,547.0-802.9
R. Kelly-2,706.4-0.711-1,975.6-1,526.9-730.8
(G)I-DLE-2,706.2-2.683-1,965.2-1,955.4-740.9
Miranda Lambert-2,704.3-0.981-2,056.7-1,865.2-647.6
Method Man-2,703.3-1.244-668.7-190.6-2,034.5
3 Doors Down-2,703.0-1.340-2,701.1-2,558.6-1.9
Bill Withers-2,699.7-2.068-2,148.1-2,128.5-551.6
Hardwell-2,694.8-0.707-2,119.2-223.9-575.7
Kacey Musgraves-2,692.6-3.125-2,229.1-2,121.4-463.5
Morad-2,688.4-4.210-1,308.5-1,013.9-1,380.0
Blueface-2,685.9-0.819-1,595.3-838.9-1,090.6
Martin Jensen-2,684.6-0.488-1,957.9-1,085.2-726.7
La Oreja de Van Gogh-2,682.5-1.895-2,664.4-2,488.1-18.1
Desiigner-2,681.4-0.401-2,091.4-1,930.7-590.0
NIKI-2,677.9-3.847-2,142.3-1,952.3-535.6
Willie Nelson-2,677.7-1.366-1,268.4-979.1-1,409.3
Mike WiLL Made-It-2,676.1-1.019-1,960.1-0.6-716.1
Don Diablo-2,672.6-0.659-1,783.0-595.9-889.5
YUNGBLUD-2,672.4-0.940-1,783.5-1,327.7-888.8
Tears For Fears-2,670.1-2.358-2,666.3-2,310.4-3.8
Marilyn Manson-2,667.4-1.104-2,595.7-2,590.0-71.7
Gabry Ponte-2,665.1-1.516-1,003.0-62.8-1,662.1
Nick Jonas-2,662.8-0.552-2,573.5-1,439.5-89.3
Astrid S-2,659.5-0.630-1,883.1-1,675.3-776.5
Los Bukis-2,658.2-2.392-2,485.4-2,483.8-172.8
Rascal Flatts-2,655.4-0.968-2,576.8-2,524.4-78.6
PNAU-2,654.0-1.498-750.6-56.3-1,903.4
CRO-2,652.9-1.234-2,273.5-1,936.4-379.5
Colbie Caillat-2,647.7-1.014-1,844.4-1,784.6-803.3
John Newman-2,642.8-1.026-1,027.6-941.8-1,615.2
Sleeping At Last-2,641.1-1.123-2,634.3-2,630.1-6.8
Elley DuhÃ©-2,633.6-2.227-1,173.8-1,047.2-1,459.8
Bethel Music-2,630.6-1.025-2,630.6-298.0-
keshi-2,629.3-2.368-2,490.0-2,459.2-139.3
Latto-2,625.9-5.329-936.0-508.4-1,689.9
Naps-2,625.8-1.174-1,708.9-890.4-917.0
Oh Wonder-2,621.5-0.856-1,499.2-1,497.9-1,122.4
MC Kevinho-2,618.3-0.592-1,671.7-1,054.9-946.6
Wham!-2,617.8-5.239-2,616.8-2,615.8-1.0
Trueno-2,615.3-2.417-1,799.6-725.6-815.7
Mary J. Blige-2,609.5-1.410-1,937.3-1,438.8-672.2
Travis Barker-2,609.5-0.825-102.5--2,507.1
